id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential	wrok_exp
12656	59	46	45	46	51	53	49	2-5	Bachelor	46	49	No	Yes	2-5
12657	52	50	48	46	47	57	48	6-10	Bachelor	54	49	No	Yes	6-10
12658	56	47	54	51	46	57	47	0-1	Bachelor	34	57	No	No	0-1
12659	52	44	46	46	43	43	49	0-1	Bachelor	42	41	No	No	0-1
12660	45	41	36	37	43	49	36	2-5	Associate	35	31	No	No	2-5
12661	52	45	48	47	45	54	44	2-5	None	41	48	No	No	2-5
12662	52	45	43	41	46	47	45	0-1	Bachelor	45	44	No	Yes	0-1
12663	50	45	50	42	50	54	46	0-1	Bachelor	50	47	No	No	0-1
12664	51	44	52	48	47	51	41	0-1	None	42	43	No	No	0-1
12665	50	42	42	46	43	52	41	6-10	None	44	31	No	No	6-10
12666	51	42	47	46	45	56	44	0-1	None	41	49	Yes	Yes	0-1
12667	49	44	46	40	49	39	41	0-1	Associate	41	38	No	No	0-1
12670	52	46	48	49	52	59	43	0-1	Bachelor	46	53	No	No	0-1
12672	57	49	45	43	47	51	45	6-10	Bachelor	56	46	No	Yes	6-10
12674	54	50	56	48	52	52	47	11+	Bachelor	54	54	No	Yes	11+
12675	58	47	52	44	51	48	43	0-1	Associate	40	51	No	No	0-1
12676	53	53	53	52	53	59	48	0-1	Bachelor	56	60	No	Yes	0-1
12677	51	42	46	42	52	48	47	0-1	Bachelor	36	41	No	No	0-1
12678	57	42	49	43	46	56	46	11+	Bachelor	51	52	Yes	Yes	11+
12679	57	50	51	53	52	54	49	2-5	Associate	54	46	No	Yes	2-5
12680	48	45	43	42	48	54	48	6-10	Bachelor	42	45	No	Yes	6-10
12682	53	51	51	43	53	49	45	6-10	Bachelor	53	55	Yes	Yes	6-10
12683	54	47	45	45	52	51	39	2-5	None	50	43	No	No	2-5
12685	51	39	44	47	45	52	44	0-1	Bachelor	35	39	No	No	0-1
12686	54	49	47	51	55	54	47	0-1	Bachelor	38	50	No	No	0-1
12687	55	48	50	43	54	46	52	0-1	Bachelor	51	43	No	No	0-1
12688	55	48	49	49	51	56	48	11+	Bachelor	46	45	No	Yes	11+
12689	55	53	51	44	57	54	50	6-10	Master	55	62	No	Yes	6-10
12690	55	48	52	45	48	47	48	0-1	Associate	43	38	No	No	0-1
12691	51	49	47	41	50	46	50	2-5	Bachelor	48	40	No	No	2-5
12693	54	44	47	46	49	46	46	0-1	Bachelor	45	49	No	No	0-1
12694	51	46	46	43	49	51	40	2-5	None	28	37	No	No	2-5
12695	57	48	43	49	51	54	43	2-5	Bachelor	47	54	No	No	2-5
12696	54	51	53	50	47	46	50	2-5	Bachelor	45	43	No	No	2-5
12697	55	52	55	49	52	55	47	0-1	Associate	49	51	No	No	0-1
12699	56	48	55	48	53	47	45	2-5	Associate	45	50	No	No	2-5
12700	48	40	43	48	40	53	42	11+	None	46	39	No	No	11+
12701	54	42	44	44	48	45	42	0-1	Associate	27	32	Yes	No	0-1
12703	48	40	49	46	44	54	50	6-10	Bachelor	43	51	No	No	6-10
12704	55	47	49	49	45	59	47	6-10	Master	51	45	No	Yes	6-10
12705	53	46	45	45	47	47	43	0-1	Associate	42	37	No	No	0-1
12706	48	47	48	43	47	47	51	2-5	Bachelor	43	39	No	No	2-5
12707	56	53	53	40	50	50	49	2-5	None	50	42	No	No	2-5
12708	53	45	46	44	50	51	45	2-5	Associate	44	46	Yes	No	2-5
12709	54	48	51	45	52	47	49	2-5	Bachelor	40	47	No	No	2-5
12710	49	39	41	44	48	53	47	0-1	Associate	39	40	No	No	0-1
12712	50	46	48	45	46	56	51	6-10	Bachelor	43	38	No	No	6-10
12713	48	44	42	40	52	48	45	2-5	Master	39	46	No	No	2-5
12715	55	48	48	46	54	51	52	0-1	Bachelor	50	38	No	No	0-1
12716	49	47	46	37	50	48	44	0-1	Associate	36	49	No	No	0-1
12719	52	42	51	46	44	53	47	0-1	Bachelor	43	39	No	No	0-1
12721	56	49	50	47	51	54	53	0-1	Bachelor	49	50	No	No	0-1
12722	53	53	50	49	50	52	54	2-5	Bachelor	51	56	No	Yes	2-5
12723	49	55	50	45	54	50	55	6-10	None	42	58	No	No	6-10
12724	52	46	52	44	47	48	43	0-1	None	51	35	No	No	0-1
12725	54	48	53	51	52	59	51	6-10	None	61	55	No	Yes	6-10
12726	48	41	40	38	42	47	39	0-1	None	40	38	Yes	No	0-1
12727	52	46	47	46	51	49	48	6-10	Doctorate	62	46	No	No	6-10
12728	58	48	51	47	53	52	47	2-5	Bachelor	44	49	No	Yes	2-5
12729	53	45	43	43	46	43	50	0-1	Bachelor	37	40	No	No	0-1
12730	51	45	48	46	44	53	42	2-5	Associate	36	39	No	No	2-5
12731	52	49	51	50	47	56	42	2-5	None	51	48	No	No	2-5
12732	50	46	47	43	50	53	46	2-5	Bachelor	35	44	No	No	2-5
12733	56	46	53	46	52	50	43	2-5	Bachelor	37	46	No	No	2-5
12734	52	45	45	38	45	47	48	0-1	Bachelor	43	44	No	Yes	0-1
12736	53	46	52	46	51	57	49	0-1	Bachelor	47	45	No	Yes	0-1
12737	57	50	53	46	52	49	48	0-1	Bachelor	51	43	No	No	0-1
12738	53	45	48	47	50	53	47	2-5	Master	47	42	No	No	2-5
12740	54	48	47	42	53	48	50	0-1	Bachelor	39	41	No	No	0-1
12741	49	43	44	46	47	51	46	2-5	Bachelor	44	42	No	Yes	2-5
12742	51	42	48	43	51	48	44	0-1	Associate	40	45	No	No	0-1
12743	52	50	48	44	49	47	43	0-1	Associate	34	43	No	No	0-1
12744	52	42	50	46	52	50	46	2-5	Bachelor	51	45	No	No	2-5
12747	56	48	51	51	45	53	45	2-5	Bachelor	56	46	No	Yes	2-5
12748	57	49	51	43	48	50	41	6-10	Associate	42	46	No	No	6-10
12749	50	46	55	46	52	54	51	2-5	None	48	48	No	No	2-5
12752	59	42	44	51	48	55	43	2-5	None	45	45	No	No	2-5
12753	54	49	43	40	50	49	45	0-1	Associate	37	43	No	No	0-1
12754	57	46	49	48	54	55	53	11+	Bachelor	46	49	No	No	11+
12755	58	55	55	49	51	57	47	0-1	Bachelor	55	55	No	No	0-1
12757	54	46	48	47	48	60	49	11+	Bachelor	51	50	Yes	No	11+
12758	55	52	52	47	53	52	48	0-1	Associate	46	48	No	No	0-1
12759	52	48	50	45	50	48	48	0-1	Bachelor	46	44	Yes	No	0-1
12760	47	43	48	43	41	42	39	0-1	None	38	37	No	No	0-1
12761	49	43	49	44	47	46	43	0-1	Bachelor	36	41	No	No	0-1
12763	55	42	46	49	50	57	39	0-1	None	42	51	No	No	0-1
12764	47	41	42	41	39	51	42	2-5	Bachelor	40	40	No	No	2-5
12765	50	44	49	47	44	52	44	0-1	Bachelor	40	32	No	No	0-1
12766	54	46	44	44	50	51	42	0-1	None	48	46	No	Yes	0-1
12767	51	41	43	44	45	50	44	2-5	Bachelor	50	39	No	No	2-5
12769	51	46	48	45	54	53	45	2-5	Associate	45	46	No	No	2-5
12770	50	43	43	43	47	52	51	6-10	Bachelor	48	32	No	No	6-10
12771	48	44	42	40	42	48	43	0-1	Bachelor	35	39	No	Yes	0-1
12772	52	50	55	50	53	57	48	6-10	Associate	55	58	No	No	6-10
12774	56	48	51	49	53	54	44	0-1	None	54	53	No	No	0-1
12775	47	45	40	36	39	48	37	0-1	None	25	37	No	No	0-1
12776	53	42	45	45	49	48	42	0-1	Associate	33	38	No	No	0-1
12778	57	49	52	51	55	58	52	6-10	Bachelor	54	57	Yes	Yes	6-10
12780	54	46	46	41	49	53	39	6-10	None	43	36	No	No	6-10
12782	50	43	47	46	45	46	43	0-1	Associate	34	43	No	No	0-1
12783	60	46	54	49	50	58	42	6-10	None	61	49	No	Yes	6-10
12784	53	44	44	48	46	45	47	2-5	Bachelor	42	41	No	No	2-5
12785	55	48	49	48	48	50	49	0-1	None	48	45	No	No	0-1
12786	52	49	47	46	42	50	44	11+	None	48	44	No	Yes	11+
12788	52	49	47	43	52	49	53	0-1	Bachelor	52	45	No	No	0-1
12789	53	50	52	50	48	51	48	0-1	Associate	53	44	No	No	0-1
12791	51	46	46	44	50	53	43	2-5	None	51	49	No	Yes	2-5
12793	54	46	47	49	49	56	50	0-1	Associate	46	48	No	Yes	0-1
12795	53	51	51	44	52	49	45	6-10	Bachelor	53	45	No	Yes	6-10
12796	53	47	48	42	53	47	47	2-5	Master	36	43	No	No	2-5
12797	54	43	49	47	48	51	41	0-1	None	44	43	No	No	0-1
12798	55	52	50	43	51	50	49	6-10	Bachelor	46	53	No	No	6-10
12799	47	44	47	46	44	54	45	2-5	Bachelor	42	47	Yes	No	2-5
12800	53	51	49	46	45	52	51	6-10	Bachelor	54	48	No	Yes	6-10
12801	55	52	52	42	53	50	51	0-1	Bachelor	45	54	No	No	0-1
12802	57	42	45	46	52	55	47	0-1	Bachelor	53	43	No	No	0-1
12804	50	50	46	41	43	44	46	0-1	Associate	22	38	No	No	0-1
12806	54	50	48	51	49	55	43	6-10	Bachelor	54	45	No	No	6-10
12807	54	46	41	48	54	53	53	0-1	Bachelor	57	43	No	No	0-1
12808	56	51	46	49	48	50	49	2-5	None	55	48	No	No	2-5
12809	60	55	53	50	55	56	54	6-10	Associate	54	61	No	Yes	6-10
12810	54	51	47	42	51	52	45	0-1	Bachelor	47	51	No	No	0-1
12811	53	47	48	48	49	42	41	6-10	None	29	51	No	No	6-10
12812	51	43	48	45	47	50	47	2-5	Master	30	39	No	No	2-5
12813	51	46	52	48	51	51	51	0-1	Associate	39	45	No	No	0-1
12814	50	41	46	42	44	46	42	0-1	None	33	39	No	No	0-1
12817	55	42	55	45	46	48	47	2-5	Bachelor	45	50	No	No	2-5
12818	53	49	50	40	54	47	45	0-1	Bachelor	44	41	No	No	0-1
12819	59	54	47	47	55	55	44	2-5	Bachelor	58	55	No	No	2-5
12820	53	44	46	45	43	56	44	0-1	Associate	42	42	No	No	0-1
12821	51	45	42	43	46	55	44	11+	Associate	38	48	No	No	11+
12822	47	43	45	38	46	47	38	0-1	Associate	40	40	No	No	0-1
12824	49	48	42	40	49	47	43	0-1	Associate	48	39	No	No	0-1
12825	56	52	51	44	51	50	49	6-10	Bachelor	65	55	No	Yes	6-10
12827	55	47	52	49	48	50	51	0-1	Associate	50	52	No	Yes	0-1
12828	49	40	47	45	48	53	38	2-5	Associate	35	42	No	No	2-5
12830	56	46	48	50	50	56	45	6-10	None	50	51	No	No	6-10
12833	49	47	47	48	48	51	48	0-1	Bachelor	52	39	No	No	0-1
12834	49	44	41	41	40	46	45	0-1	Associate	44	42	Yes	No	0-1
12835	55	48	55	45	52	54	47	2-5	Master	50	40	No	No	2-5
12836	52	49	49	48	51	52	52	2-5	Bachelor	56	47	No	Yes	2-5
12838	52	46	50	49	50	57	49	2-5	Associate	46	56	No	No	2-5
12840	53	44	49	47	47	54	47	0-1	Associate	50	50	No	Yes	0-1
12841	51	41	43	44	43	56	42	0-1	Associate	34	38	No	No	0-1
12842	49	47	45	40	46	47	43	0-1	Associate	37	43	No	No	0-1
12843	50	41	43	45	43	49	43	6-10	None	36	34	No	No	6-10
12844	48	46	44	43	44	50	45	2-5	Bachelor	47	43	Yes	Yes	2-5
12845	54	47	48	46	45	48	44	0-1	None	43	42	No	No	0-1
12846	47	47	44	45	43	48	39	6-10	None	40	39	No	No	6-10
12848	56	47	52	47	49	52	47	2-5	None	44	41	No	No	2-5
12849	52	48	49	46	52	52	48	0-1	Bachelor	49	39	No	No	0-1
12850	52	47	49	51	53	54	51	0-1	None	47	47	No	No	0-1
12855	53	47	47	48	47	50	52	2-5	Associate	52	44	No	No	2-5
12856	52	46	49	45	52	54	46	6-10	Bachelor	51	44	No	No	6-10
12857	48	48	48	47	52	48	49	0-1	Bachelor	36	40	No	No	0-1
12858	56	45	51	43	51	52	46	2-5	Bachelor	35	44	No	No	2-5
12859	56	48	50	46	52	52	47	0-1	Associate	46	44	No	No	0-1
12863	54	47	52	50	47	51	53	6-10	Bachelor	53	56	No	Yes	6-10
12864	57	50	51	51	48	55	46	6-10	Bachelor	66	49	No	Yes	6-10
12865	54	48	49	46	45	46	46	0-1	None	44	38	No	No	0-1
12866	50	52	49	42	48	47	46	0-1	Bachelor	36	40	No	No	0-1
12867	53	52	52	48	52	55	48	0-1	Bachelor	48	50	No	No	0-1
12868	50	39	39	42	45	48	47	0-1	Bachelor	42	33	No	No	0-1
12869	54	46	42	40	50	47	41	0-1	None	40	40	No	No	0-1
12870	57	46	50	44	51	55	43	2-5	Associate	40	49	No	No	2-5
12871	55	48	45	49	52	62	46	2-5	Bachelor	60	38	No	No	2-5
12873	54	49	53	47	54	51	53	6-10	Doctorate	59	44	No	No	6-10
12874	51	47	46	44	52	52	45	0-1	Master	44	41	No	No	0-1
12876	57	48	49	48	49	56	45	6-10	Bachelor	50	51	No	No	6-10
12877	57	49	55	51	53	57	51	6-10	Associate	55	42	No	No	6-10
12878	52	44	42	43	48	56	47	0-1	Associate	41	39	No	No	0-1
12880	50	45	48	41	54	44	44	2-5	Bachelor	44	38	No	No	2-5
12882	52	46	41	44	45	49	44	0-1	Bachelor	43	42	No	Yes	0-1
12883	48	49	46	46	45	48	45	0-1	Bachelor	38	43	No	No	0-1
12884	49	41	48	54	44	59	46	2-5	Doctorate	44	44	No	No	2-5
12885	55	49	46	48	51	58	46	2-5	Associate	55	50	No	Yes	2-5
12887	57	51	55	47	53	54	51	2-5	Associate	57	58	No	No	2-5
12888	51	43	44	46	47	52	48	0-1	Bachelor	47	42	No	No	0-1
12889	55	42	49	47	47	52	49	2-5	Bachelor	45	44	No	No	2-5
12890	55	49	47	46	53	57	56	6-10	Bachelor	47	50	No	No	6-10
12892	54	44	49	48	48	53	48	0-1	Bachelor	32	46	No	No	0-1
12893	49	40	43	40	41	49	46	0-1	Bachelor	33	38	Yes	No	0-1
12895	52	46	41	40	49	51	39	0-1	None	39	41	No	No	0-1
12896	50	44	47	40	48	47	50	0-1	Bachelor	45	42	No	No	0-1
12898	58	51	50	50	49	59	50	0-1	Master	53	59	Yes	No	0-1
12900	54	42	51	46	51	54	44	6-10	None	54	52	No	No	6-10
12901	51	47	49	47	48	54	53	0-1	Bachelor	41	44	No	No	0-1
12903	56	51	48	52	52	55	51	6-10	Bachelor	61	55	Yes	No	6-10
12904	46	42	48	47	45	58	48	2-5	Bachelor	38	41	No	No	2-5
12905	52	43	45	40	46	46	42	0-1	None	41	36	No	No	0-1
12907	52	47	47	44	49	46	44	0-1	None	41	42	No	No	0-1
12908	50	44	47	42	46	52	43	6-10	Bachelor	46	46	Yes	No	6-10
12909	60	59	62	53	58	53	53	0-1	Bachelor	64	68	Yes	No	0-1
12912	54	43	48	47	46	53	42	2-5	Associate	39	50	No	No	2-5
12913	46	50	52	47	53	53	53	0-1	None	51	47	No	Yes	0-1
12914	47	44	43	44	40	52	40	2-5	None	40	31	No	No	2-5
12915	55	44	46	43	47	50	40	0-1	Associate	49	51	No	No	0-1
12916	59	52	54	52	56	57	53	2-5	Bachelor	56	66	No	Yes	2-5
12917	51	49	52	49	50	55	46	2-5	Bachelor	50	52	No	No	2-5
12918	51	49	48	45	47	50	45	2-5	Associate	41	47	No	No	2-5
12919	56	54	54	49	51	54	51	2-5	Bachelor	59	52	No	Yes	2-5
12921	56	51	53	48	53	54	48	0-1	Bachelor	52	45	No	Yes	0-1
12922	53	50	50	44	50	51	46	2-5	Bachelor	37	48	No	No	2-5
12924	55	49	49	48	46	50	46	6-10	Bachelor	49	43	No	Yes	6-10
12925	50	42	48	41	43	47	43	0-1	Associate	36	29	No	No	0-1
12930	53	44	43	44	51	54	43	2-5	Associate	39	48	No	No	2-5
12931	53	47	45	43	49	50	48	0-1	Bachelor	46	40	No	No	0-1
12932	51	49	46	45	47	51	38	2-5	None	42	43	No	Yes	2-5
12933	48	40	42	42	45	51	39	2-5	Associate	29	36	Yes	No	2-5
12934	51	46	49	48	47	50	49	6-10	Bachelor	40	48	No	No	6-10
12936	58	49	50	49	49	53	45	0-1	Bachelor	52	42	No	No	0-1
12937	48	45	43	40	42	49	41	6-10	Associate	47	41	No	No	6-10
12938	50	40	47	47	54	52	50	2-5	None	42	44	No	No	2-5
12940	50	41	40	39	49	45	42	0-1	None	30	30	No	No	0-1
12941	58	49	49	47	47	56	47	6-10	Master	49	55	No	No	6-10
12942	53	45	43	47	47	56	47	6-10	None	49	52	No	No	6-10
12943	50	49	49	42	46	54	47	6-10	Associate	45	47	No	No	6-10
12944	53	42	51	49	49	54	46	2-5	Bachelor	52	47	No	Yes	2-5
12945	54	50	48	44	50	53	49	0-1	Bachelor	47	51	No	No	0-1
12946	54	49	49	53	54	59	48	0-1	None	44	55	No	No	0-1
12947	55	45	47	48	47	46	49	2-5	Bachelor	43	44	No	Yes	2-5
12948	50	48	45	42	52	49	49	2-5	Associate	40	48	No	No	2-5
12949	56	49	51	41	53	45	54	0-1	Associate	44	37	No	No	0-1
12953	50	42	38	42	39	46	44	2-5	Associate	38	38	No	No	2-5
12954	47	45	52	44	50	48	41	2-5	None	34	32	No	No	2-5
12956	56	49	48	48	49	52	47	2-5	Bachelor	42	48	No	No	2-5
12957	54	47	48	40	49	50	47	2-5	Associate	35	40	No	No	2-5
12958	52	43	49	43	45	52	42	2-5	Associate	32	40	No	No	2-5
12959	47	40	43	41	40	47	42	2-5	None	38	37	No	No	2-5
12961	51	50	49	45	54	51	42	0-1	None	41	44	No	No	0-1
12963	52	43	48	48	46	51	46	2-5	Bachelor	50	45	No	No	2-5
12964	53	46	50	48	49	53	52	0-1	Bachelor	57	51	No	Yes	0-1
12965	51	46	45	43	49	47	45	0-1	Bachelor	39	43	No	No	0-1
12966	54	46	50	50	48	57	43	2-5	Associate	51	44	No	No	2-5
12968	49	44	46	43	46	49	42	6-10	Associate	34	38	Yes	No	6-10
12970	57	46	50	49	49	49	47	6-10	Bachelor	60	44	No	No	6-10
12971	55	55	57	51	56	61	55	6-10	Bachelor	69	66	No	Yes	6-10
12973	54	46	51	47	51	53	46	6-10	Bachelor	48	51	No	No	6-10
12974	52	47	43	43	52	51	53	2-5	Bachelor	47	57	No	No	2-5
12975	51	47	47	47	47	55	49	0-1	Bachelor	49	45	No	No	0-1
12977	52	48	49	45	51	46	45	0-1	Bachelor	45	42	No	No	0-1
12978	56	45	51	48	50	50	45	2-5	Bachelor	39	49	No	No	2-5
12979	56	48	43	38	51	45	45	0-1	Associate	34	38	No	No	0-1
12980	56	46	50	43	52	53	47	6-10	Bachelor	51	46	No	Yes	6-10
12981	54	52	45	42	56	47	51	0-1	None	43	50	Yes	No	0-1
12982	56	46	46	46	50	52	46	0-1	Bachelor	43	45	No	Yes	0-1
12983	53	41	44	43	53	49	46	6-10	Bachelor	46	35	No	No	6-10
12984	55	41	45	41	45	51	40	2-5	None	36	32	No	No	2-5
12985	49	45	49	43	46	48	47	2-5	None	31	47	No	No	2-5
12986	61	51	51	46	53	50	52	0-1	None	47	48	Yes	No	0-1
12987	57	49	47	44	49	55	39	11+	Associate	53	52	No	Yes	11+
12988	54	42	45	47	52	51	50	2-5	Bachelor	44	51	No	No	2-5
12991	50	46	46	38	45	46	42	0-1	None	47	42	No	No	0-1
12992	51	43	47	42	44	46	46	2-5	Bachelor	37	53	No	No	2-5
12994	56	48	52	50	55	58	58	0-1	None	67	52	No	Yes	0-1
12996	48	43	44	42	45	48	42	0-1	None	33	43	No	No	0-1
12997	52	53	49	45	48	55	43	6-10	None	42	40	No	No	6-10
12998	47	43	43	41	49	55	42	11+	Associate	39	36	No	No	11+
12999	56	46	51	46	50	54	47	0-1	Bachelor	45	51	No	No	0-1
13000	50	43	46	46	46	53	44	0-1	Bachelor	37	39	No	No	0-1
13001	47	45	45	42	50	55	39	0-1	Associate	40	41	No	No	0-1
13002	55	47	48	44	48	50	45	2-5	Bachelor	45	54	No	No	2-5
13003	52	45	44	41	49	46	46	0-1	Bachelor	41	44	No	No	0-1
13005	49	46	49	47	45	53	47	2-5	Doctorate	48	41	No	No	2-5
13006	51	48	52	45	47	55	45	2-5	Associate	46	54	No	No	2-5
13007	54	52	53	45	49	49	47	11+	Bachelor	48	50	No	No	11+
13008	51	47	45	45	50	52	45	2-5	Bachelor	40	48	No	No	2-5
13010	56	44	49	52	49	56	46	2-5	Associate	51	50	Yes	Yes	2-5
13011	55	50	48	42	48	56	45	6-10	Associate	52	54	No	Yes	6-10
13012	50	43	44	46	43	52	43	0-1	Bachelor	45	43	No	No	0-1
13014	55	49	51	48	53	50	48	0-1	Bachelor	44	55	No	No	0-1
13016	52	45	54	49	50	51	51	0-1	None	54	55	No	Yes	0-1
13017	56	49	52	48	53	53	50	2-5	Master	46	58	No	No	2-5
13020	46	44	42	38	45	50	47	0-1	Associate	36	39	No	No	0-1
13021	53	44	50	50	52	50	48	0-1	Associate	40	40	No	No	0-1
13023	53	45	49	43	46	58	43	2-5	Master	44	45	No	Yes	2-5
13025	51	45	50	44	48	46	43	0-1	Associate	45	51	No	No	0-1
13026	52	49	41	44	45	52	46	2-5	Associate	48	36	No	No	2-5
13027	49	40	42	42	42	48	42	0-1	Associate	46	31	No	No	0-1
13028	53	47	44	41	46	51	47	2-5	Bachelor	40	53	No	No	2-5
13030	51	48	54	47	47	54	46	6-10	Master	48	46	No	Yes	6-10
13031	46	41	41	42	46	51	44	0-1	Bachelor	35	36	No	No	0-1
13032	54	44	45	44	47	59	45	6-10	Bachelor	43	45	No	No	6-10
13035	57	47	49	50	53	56	48	2-5	Bachelor	58	49	No	No	2-5
13036	56	47	49	40	52	50	49	2-5	None	50	53	No	No	2-5
13037	56	48	46	45	50	49	44	6-10	Associate	47	42	No	No	6-10
13038	52	47	49	43	49	47	47	2-5	None	38	46	No	No	2-5
13042	51	42	47	51	43	45	45	2-5	Bachelor	42	35	No	No	2-5
13043	59	46	50	50	53	56	44	6-10	Bachelor	55	47	No	Yes	6-10
13044	55	42	46	46	46	52	43	6-10	None	42	47	No	No	6-10
13045	56	43	46	46	49	52	44	2-5	Bachelor	38	41	No	No	2-5
13046	52	51	44	46	55	48	47	0-1	Bachelor	39	45	No	No	0-1
13047	54	45	45	45	49	48	50	0-1	Bachelor	42	39	No	No	0-1
13049	57	55	53	46	50	54	43	0-1	Associate	51	59	No	No	0-1
13050	52	43	51	44	46	46	38	0-1	None	29	32	No	No	0-1
13051	51	51	53	47	44	47	45	0-1	Associate	59	47	No	Yes	0-1
13052	57	53	53	43	49	49	47	0-1	Bachelor	46	51	No	No	0-1
13053	55	50	48	44	57	50	46	2-5	Associate	50	43	No	No	2-5
13054	51	41	46	49	46	54	39	6-10	Associate	46	41	No	No	6-10
13055	45	41	46	46	43	50	47	2-5	None	41	37	No	No	2-5
13056	56	54	50	45	54	53	48	2-5	Doctorate	51	56	No	Yes	2-5
13057	55	47	48	53	49	58	48	6-10	Bachelor	56	58	No	Yes	6-10
13058	54	47	50	46	48	47	45	0-1	Bachelor	55	36	No	No	0-1
13060	47	45	46	42	41	47	51	0-1	Bachelor	31	44	No	No	0-1
13061	51	50	45	47	47	49	51	0-1	Bachelor	48	45	No	No	0-1
13062	43	37	36	35	45	50	38	6-10	Associate	32	31	No	No	6-10
13063	50	44	46	46	43	50	45	6-10	Bachelor	51	38	No	No	6-10
13064	51	46	48	39	53	46	45	0-1	Associate	39	47	No	No	0-1
13066	53	49	51	51	52	51	47	6-10	Master	47	50	No	No	6-10
13068	52	46	48	41	49	57	42	0-1	None	56	47	No	Yes	0-1
13069	55	48	50	47	45	53	41	0-1	None	41	37	No	No	0-1
13070	56	50	53	54	56	56	51	6-10	Master	54	51	No	Yes	6-10
13071	52	46	49	44	51	50	54	2-5	Bachelor	47	50	No	No	2-5
13072	57	45	48	43	47	52	41	0-1	None	41	38	No	No	0-1
13073	57	48	52	46	55	48	48	0-1	Bachelor	39	45	No	No	0-1
13074	58	46	49	50	49	56	45	2-5	Bachelor	40	46	No	No	2-5
13076	57	55	56	51	57	48	53	0-1	Associate	54	57	Yes	Yes	0-1
13077	47	43	47	43	45	42	49	0-1	Associate	36	38	No	No	0-1
13078	53	49	51	45	51	44	47	0-1	Associate	45	45	Yes	Yes	0-1
13079	54	49	50	49	54	51	43	2-5	Bachelor	54	55	No	Yes	2-5
13080	47	44	40	41	47	50	46	2-5	Master	44	41	Yes	No	2-5
13081	51	39	44	46	43	49	40	6-10	None	39	39	No	No	6-10
13082	57	50	54	49	54	45	48	2-5	Bachelor	51	53	Yes	No	2-5
13083	50	46	46	45	50	46	51	0-1	Master	46	42	No	No	0-1
13084	51	48	45	45	51	52	45	0-1	Bachelor	33	48	No	No	0-1
13085	56	49	50	45	50	55	47	0-1	Bachelor	43	48	No	No	0-1
13086	52	45	41	43	43	52	47	2-5	Master	45	47	No	No	2-5
13087	56	49	48	47	51	58	48	2-5	Bachelor	51	39	No	No	2-5
13088	53	51	53	48	50	50	51	11+	Bachelor	62	50	Yes	Yes	11+
13089	50	44	40	47	40	56	46	2-5	Bachelor	39	36	No	Yes	2-5
13090	52	47	52	48	50	55	43	6-10	Associate	44	58	No	No	6-10
13091	48	45	47	44	46	47	47	2-5	Bachelor	46	45	Yes	Yes	2-5
13092	57	53	53	50	52	54	44	0-1	Bachelor	49	41	No	No	0-1
13093	48	42	43	44	47	45	39	0-1	None	42	41	No	No	0-1
13095	52	40	43	48	52	59	43	6-10	Bachelor	44	43	No	No	6-10
13096	55	48	46	47	51	56	48	2-5	Associate	52	50	No	No	2-5
13097	58	47	44	42	45	52	46	2-5	Associate	44	48	Yes	Yes	2-5
13098	58	52	52	48	57	51	46	2-5	Associate	50	54	No	No	2-5
13099	54	49	56	49	52	55	46	6-10	Bachelor	56	53	Yes	Yes	6-10
13100	52	49	51	45	48	48	46	0-1	Bachelor	43	47	No	No	0-1
13104	52	46	47	44	48	50	52	2-5	Associate	40	42	No	No	2-5
13105	54	45	49	45	42	51	44	6-10	Associate	54	47	No	Yes	6-10
13106	47	46	52	45	47	49	49	6-10	Bachelor	51	46	No	Yes	6-10
13107	47	51	46	47	51	55	42	2-5	None	40	51	No	No	2-5
13109	56	46	43	43	46	47	39	0-1	None	43	38	No	No	0-1
13110	48	46	44	40	50	47	49	0-1	Associate	38	45	No	No	0-1
13111	51	48	46	47	47	54	52	11+	Associate	47	48	No	Yes	11+
13112	55	44	46	44	46	49	40	2-5	None	36	42	No	No	2-5
13113	49	46	47	41	43	51	41	2-5	Associate	42	33	No	No	2-5
13114	57	48	45	41	49	50	44	0-1	Bachelor	45	41	No	No	0-1
13115	46	42	47	49	47	49	42	0-1	None	41	41	No	No	0-1
13117	52	49	46	44	46	48	44	0-1	Doctorate	39	44	No	No	0-1
13119	43	42	43	45	41	38	47	2-5	Associate	25	30	No	No	2-5
13121	50	38	48	44	48	53	44	2-5	Bachelor	40	37	No	No	2-5
13122	58	50	45	49	54	56	47	2-5	Associate	48	49	No	No	2-5
13123	47	47	50	41	48	45	55	0-1	Bachelor	38	45	No	No	0-1
13124	50	49	44	44	48	49	45	0-1	None	46	34	No	No	0-1
13125	58	47	46	45	48	55	44	2-5	Bachelor	37	52	No	No	2-5
13126	49	41	46	44	47	48	46	0-1	None	37	45	No	No	0-1
13127	49	44	45	48	46	47	48	0-1	Bachelor	45	41	No	No	0-1
13128	54	53	49	42	57	55	56	2-5	Bachelor	55	51	Yes	Yes	2-5
13129	53	45	40	41	43	52	41	0-1	Associate	35	47	No	No	0-1
13130	53	48	55	51	54	50	50	2-5	Bachelor	45	48	No	No	2-5
13132	53	45	51	49	49	50	48	0-1	Associate	46	45	No	Yes	0-1
13133	55	51	51	46	46	53	46	0-1	Associate	45	46	No	No	0-1
13134	65	51	49	49	52	58	47	2-5	Bachelor	53	53	No	Yes	2-5
